1,60.0
2,55.8
3,33.2
4,32.5
5,34.9
6,37.7
7,25.7
8,25.1
9,19.1
10,20.0
11,21.2
12,20.3
13,19.1
14,23.5
15,21.6
16,20.3
17,18.9
18,19.0
19,20.9
20,21.7
21,25.5
22,20.9
23,19.5
24,24.3
25,22.5
26,20.6
27,17.9
28,20.8
29,21.2
30,22.8
31,20.9
32,19.5
33,21.6
34,20.5
35,21.8
36,22.6
37,19.5
38,17.5
39,19.5
40,18.5
41,20.2
42,23.1
43,18.5
44,21.9
45,17.5
46,19.5
47,19.6
48,20.2
49,20.9
50,18.2
51,31.0
52,15.4
